Origin,Dest,rorg,rdes
ABY,MCN,0,0
ABY,VLD,0,0
ACK,EWR,490,673
ACK,JFK,95,69
ACK,LGA,4,16
ACT,CLL,0,0
ACT,DFW,2291,4442
ACT,IAH,468,548
ACT,ILE,1,1
ACT,SJT,1,1
ACT,TYR,1,1
ACV,CEC,707,835
ACV,CIC,1,0
ACV,MFR,4,4
ACV,MRY,3,0
ACV,RDD,55,66
ACV,SFO,5733,6487
ACV,SJC,1,0
ACV,SMF,751,1135
ACY,ATL,420,525
ACY,BOS,23,22
ACY,BWI,0,0
ACY,CVG,442,724
ACY,JFK,4,4
ACY,LGA,18,18
ACY,MCO,25,49
ACY,MYR,1,1
ACY,PIT,1983,2682
ADK,AKN,261,234
ADK,ANC,35,14
ADQ,ANC,3636,4742
AEX,ABI,0,1
AEX,ATL,1838,2482
AEX,AUS,0,1
AEX,BTR,0,0
AEX,DFW,804,1134
AEX,GTR,84,92
AEX,HOU,0,0
AEX,IAH,1189,2755
AEX,ILE,0,1
AEX,JAN,0,0
AEX,LFT,0,0
AEX,MLU,1,0
AEX,MSY,0,0
AEX,SHV,1,1
AGS,ATL,13953,19450
AGS,CAE,762,907
AGS,CHA,0,1
AGS,CHS,0,0
AGS,CLE,0,0
AGS,CLT,2229,2573
AGS,CVG,0,0
AGS,EWR,421,600
AGS,IAH,233,301
AGS,JFK,1,1
AGS,LGA,5,9
AGS,SAV,1223,1293
AKN,ADK,218,198
AKN,ANC,1292,1848
AKN,DLG,640,956
ALB,ATL,9000,11308
ALB,BDL,15,48
ALB,BGR,109,86
ALB,BOS,102,93
ALB,BTV,296,308
ALB,BUF,2265,2231
ALB,BWI,10624,11950
ALB,CLE,2536,3951
ALB,CLT,3768,4112
ALB,CVG,3397,5264
ALB,DCA,7057,7464
ALB,DTW,6016,10352
ALB,EWR,1863,2925
ALB,GRR,1,0
ALB,IAD,1105,1838
ALB,ISP,1043,1819
ALB,JFK,453,753
ALB,LAS,777,763
ALB,LGA,493,604
ALB,MCO,2356,2594
ALB,MDW,646,623
ALB,MHT,111,155
ALB,MKE,1,0
ALB,MSP,144,164
ALB,ORD,18510,21957
ALB,PHL,12373,13420
ALB,PIT,12203,12353
ALB,PVD,94,139
ALB,PWM,2334,3049
ALB,RDU,1369,2095
ALB,ROC,281,457
ALB,SBN,2,0
ALB,SWF,11,29
ALB,SYR,103,131
ALB,TPA,234,139
ALO,MSP,126,190
ALO,RST,45,105
ALO,STL,46,122
AMA,ABQ,5061,5792
AMA,COS,1,1
AMA,DAL,14703,19601
AMA,DEN,337,541
AMA,DFW,11609,18016
AMA,IAH,1924,3128
AMA,LAS,608,963
AMA,LBB,715,1101
AMA,MAF,156,144
AMA,ORD,7,10
AMA,PHX,1,1
AMA,SLC,1,2
ANC,ADK,32,57
ANC,ADQ,3034,4475
ANC,AKN,1760,2699
ANC,ANI,61,162
ANC,ATL,330,334
ANC,BET,5461,9335
ANC,BFI,0,0
ANC,BRW,42,130
ANC,CDV,2656,4200
ANC,CVG,70,76
ANC,DEN,1387,1380
ANC,DFW,296,308
ANC,DLG,957,1606
ANC,DTW,386,702
ANC,DUT,1800,2700
ANC,EWR,28,54
ANC,FAI,24942,37275
ANC,HNL,92,82
ANC,IAH,597,613
ANC,JNU,7556,11310
ANC,KOA,6,7
ANC,LAS,515,496
ANC,LAX,1546,1854
ANC,MSP,3290,4867
ANC,OGG,99,124
ANC,OME,2732,5234
ANC,ORD,3430,3529
ANC,OTZ,5014,7204
ANC,PDX,3662,4771
ANC,PHX,891,812
ANC,SCC,2127,4390
ANC,SEA,47371,70447
ANC,SFO,1393,1758
ANC,SIT,1,1
ANC,SLC,6172,7625
ANC,STL,238,241
ANC,YAK,0,2
ANI,ANC,60,94
ANI,KSM,62,104
APF,ATL,821,1115
APF,MIA,46,118
APF,TPA,375,487
ASE,ATL,2,2
ASE,DEN,2940,3141
ASE,GJT,0,0
ASE,LAX,272,291
ASE,MSN,1,0
ASE,ORD,358,376
ASE,PHX,237,233
ASE,RFD,1,0
ASE,SFO,96,86
ASE,SLC,572,673
ATL,ABE,7372,8316
ATL,ABQ,7182,6941
ATL,ABY,2732,3271
ATL,ACY,553,551
ATL,AEX,2230,2456
ATL,AGS,20593,24441
ATL,ALB,12613,13694
ATL,ANC,586,479
ATL,APF,1011,1151
ATL,ASE,4,2
ATL,ATW,2015,2306
ATL,AUS,16465,17424
ATL,AVL,8207,9038
ATL,AVP,3925,4412
ATL,AZO,332,328
ATL,BDL,21961,23299
ATL,BGM,279,252
ATL,BGR,526,507
ATL,BHM,34008,38699
ATL,BMI,3514,3806
ATL,BNA,33569,36517
ATL,BOI,315,387
ATL,BOS,54190,51687
ATL,BPT,81,99
ATL,BQK,2669,3143
ATL,BQN,83,65
ATL,BTR,14506,15614
ATL,BTV,801,812
ATL,BUF,18271,20364
ATL,BUR,245,315
ATL,BWI,46411,46516
ATL,BZN,63,47
ATL,CAE,31121,34417
ATL,CAK,8198,9137
ATL,CBM,0,0
ATL,CHA,14816,17861
ATL,CHO,2004,2385
ATL,CHS,35757,38609
ATL,CID,469,450
ATL,CLE,25615,31999
ATL,CLT,50002,54029
ATL,CMH,23428,26034
ATL,CMI,86,95
ATL,COS,3286,3412
ATL,CRP,1538,1887
ATL,CRW,3876,4385
ATL,CSG,7673,9801
ATL,CVG,35216,35587
ATL,DAB,24059,25596
ATL,DAL,199,266
ATL,DAY,21610,23881
ATL,DCA,56775,59637
ATL,DEN,42419,42604
ATL,DFW,94777,96807
ATL,DHN,4211,4881
ATL,DSM,2693,2908
ATL,DTW,47012,54573
ATL,EGE,796,684
ATL,ELP,2666,2833
ATL,ERI,368,355
ATL,EVV,2995,3523
ATL,EWN,474,391
ATL,EWR,68713,73708
ATL,EYW,2630,2659
ATL,FAY,4888,5396
ATL,FCA,11,3
ATL,FLL,55560,55073
ATL,FLO,1723,2106
ATL,FNT,6432,7593
ATL,FSD,308,355
ATL,FSM,294,298
ATL,FWA,5045,5364
ATL,GNV,12243,13729
ATL,GPT,6997,7678
ATL,GRB,375,413
ATL,GRK,676,634
ATL,GRR,3805,4068
ATL,GSO,31233,34883
ATL,GSP,24922,28496
ATL,GTR,2402,2859
ATL,GUC,567,417
ATL,HDN,132,127
ATL,HHH,639,819
ATL,HKY,206,294
ATL,HNL,4924,3681
ATL,HOU,23235,23989
ATL,HPN,3598,4196
ATL,HSV,21950,24412
ATL,HTS,655,786
ATL,IAD,40837,44266
ATL,IAH,44874,50396
ATL,ICT,8015,8375
ATL,ILG,404,395
ATL,ILM,4502,5214
ATL,IND,21537,25618
ATL,ISO,606,684
ATL,ISP,2189,2409
ATL,JAC,135,136
ATL,JAN,20684,21692
ATL,JAX,47690,49546
ATL,JFK,18828,17911
ATL,LAN,537,543
ATL,LAS,24800,23375
ATL,LAW,47,35
ATL,LAX,47276,41173
ATL,LEX,15733,17123
ATL,LFT,2194,2481
ATL,LGA,79652,75363
ATL,LGB,207,73
ATL,LIT,15191,17005
ATL,LWB,336,412
ATL,LYH,1886,2317
ATL,MCI,30774,33065
ATL,MCN,3009,3360
ATL,MCO,71741,71795
ATL,MDT,8343,8558
ATL,MDW,13415,15629
ATL,MEI,2277,2536
ATL,MEM,43209,50859
ATL,MFE,732,694
ATL,MGM,20143,21833
ATL,MHT,3670,3897
ATL,MIA,67066,70143
ATL,MKE,17422,18841
ATL,MLB,17225,19616
ATL,MLI,4002,4304
ATL,MLU,6247,6765
ATL,MOB,24969,27145
ATL,MSN,860,899
ATL,MSP,34385,39510
ATL,MSY,41563,42877
ATL,MTH,47,62
ATL,MTJ,22,25
ATL,MYR,6929,7847
ATL,OAJ,775,870
ATL,OAK,2716,2573
ATL,OGG,76,92
ATL,OKC,10819,11438
ATL,OMA,10963,11345
ATL,ONT,7058,6288
ATL,ORD,88120,92344
ATL,ORF,21888,25030
ATL,PBI,38774,40438
ATL,PDX,9367,7992
ATL,PFN,10589,10973
ATL,PHF,8028,8782
ATL,PHL,63147,64616
ATL,PHX,33466,32685
ATL,PIA,2476,2798
ATL,PIT,42173,44271
ATL,PNS,30187,32817
ATL,PSE,44,34
ATL,PSP,426,350
ATL,PVD,13242,13933
ATL,PWM,4211,4110
ATL,RDU,43137,48125
ATL,RIC,22508,26361
ATL,RNO,685,660
ATL,ROA,3953,4424
ATL,ROC,13370,14393
ATL,RSW,33397,36882
ATL,SAN,16432,14511
ATL,SAT,21625,22184
ATL,SAV,34709,37638
ATL,SBN,2380,2605
ATL,SCE,169,135
ATL,SDF,28241,30192
ATL,SEA,16742,14738
ATL,SFO,32463,28387
ATL,SGF,1105,1343
ATL,SHV,9896,11446
ATL,SJC,4577,4158
ATL,SJU,21471,19867
ATL,SLC,37547,33829
ATL,SMF,5106,4472
ATL,SNA,7034,6954
ATL,SOP,171,212
ATL,SRQ,22996,26697
ATL,STL,32477,40895
ATL,STT,6017,5484
ATL,STX,137,147
ATL,SWF,5217,5372
ATL,SYR,9744,10287
ATL,TLH,22254,24113
ATL,TOL,6284,7457
ATL,TPA,58343,60645
ATL,TRI,7132,7641
ATL,TTN,52,99
ATL,TUL,14725,15742
ATL,TUP,778,849
ATL,TUS,2657,2654
ATL,TVC,43,30
ATL,TYS,26325,29835
ATL,VLD,2896,3226
ATL,VPS,8178,9021
ATL,XNA,4075,4791
ATW,ATL,1496,1882
ATW,CHS,0,0
ATW,CVG,1498,2135
ATW,CWA,13,24
ATW,DSM,1,1
ATW,DTW,411,611
ATW,GRB,43,166
ATW,GRR,1,0
ATW,LEX,1,0
ATW,MKE,67,120
ATW,MSP,416,976
ATW,ORD,1820,2511
ATW,XNA,1,0
AUS,ABQ,326,393
AUS,ATL,15002,16862
AUS,BHM,0,0
AUS,BNA,2767,2771
AUS,BOS,360,490
AUS,BTR,1,0
AUS,BWI,1677,1299
AUS,CID,1,0
AUS,CLE,435,968
AUS,CLT,182,168
AUS,CMH,0,0
AUS,COS,0,0
AUS,CRP,96,101
AUS,CVG,2894,3574
AUS,DAL,28245,35657
AUS,DEN,7506,9157
AUS,DFW,42866,59244
AUS,DSM,1,1
AUS,DTW,318,538
AUS,ELP,9391,11578
AUS,EWR,2271,2920
AUS,GJT,1,0
AUS,GPT,1,1
AUS,HOU,22373,28719
AUS,HRL,1538,2323
AUS,IAD,1212,1515
AUS,IAH,18114,32640
AUS,IND,3,0
AUS,JAX,145,177
AUS,JFK,890,1261
AUS,LAS,3570,4328
AUS,LAX,3836,4978
AUS,LBB,4538,5416
AUS,MAF,3208,4821
AUS,MCI,246,449
AUS,MCN,0,0
AUS,MCO,1634,1576
AUS,MDW,449,403
AUS,MEM,2494,5869
AUS,MFE,257,352
AUS,MIA,125,261
AUS,MSP,1309,2900
AUS,MSY,204,346
AUS,OKC,153,174
AUS,ONT,254,197
AUS,ORD,15860,21296
AUS,ORF,0,0
AUS,PHL,41,98
AUS,PHX,13493,20599
AUS,PIA,1,0
AUS,PIH,0,0
AUS,PIT,780,1091
AUS,PWM,1,0
AUS,RDU,1134,1342
AUS,RFD,1,0
AUS,RNO,6,4
AUS,SAN,1365,1091
AUS,SAT,3756,5882
AUS,SBN,1,0
AUS,SEA,62,153
AUS,SFO,865,1006
AUS,SHV,0,0
AUS,SJC,3508,4650
AUS,SLC,2059,2504
AUS,SNA,28,105
AUS,SPI,0,0
AUS,STL,1994,5383
AUS,TPA,1708,1457
AUS,TUL,84,104
AUS,TUS,158,140
AVL,AGS,1,1
AVL,ATL,6582,8083
AVL,BWI,567,770
AVL,CLT,10581,11364
AVL,CVG,699,1001
AVL,DTW,230,274
AVL,EWR,1333,1645
AVL,IAH,294,629
AVL,LEX,0,1
AVL,LGA,1,0
AVL,MSP,81,171
AVL,PIT,1,0
AVL,TRI,0,0
AVP,ABE,602,1403
AVP,ALB,1,1
AVP,ATL,3053,3465
AVP,AZO,0,0
AVP,BDL,2,1
AVP,BGM,1,1
AVP,BUF,1,1
AVP,BWI,481,738
AVP,CLT,190,195
AVP,CVG,900,1515
AVP,DTW,267,422
AVP,ELM,35,21
AVP,HPN,0,0
AVP,JFK,14,13
AVP,LAN,2,0
AVP,LGA,9,9
AVP,MDT,25,100
AVP,ORD,1180,1408
AVP,PHL,1309,1731
AVP,PIT,7700,9495
AZO,ATL,293,241
AZO,CVG,1265,1630
AZO,DAY,2029,2595
AZO,DTW,3830,7536
AZO,GRB,63,123
AZO,LAN,1119,1266
AZO,MKE,1,1
AZO,MSP,1411,2749
AZO,ORD,3736,5204
AZO,PIT,813,1524
AZO,SBN,29,37
BDL,ALB,25,44
BDL,ATL,19490,21209
BDL,BNA,1675,2389
BDL,BOS,1370,2188
BDL,BTV,36,31
BDL,BUF,1988,2040
BDL,BWI,16966,17369
BDL,CLE,4235,8829
BDL,CLT,12154,11972
BDL,CMH,105,106
BDL,CVG,8934,11936
BDL,DAY,60,5
BDL,DCA,11898,12846
BDL,DEN,1433,1822
BDL,DFW,8126,9590
BDL,DTW,7319,13643
BDL,EWR,3526,6691
BDL,FLL,4857,5123
BDL,GRB,1,0
BDL,GRR,2,0
BDL,HPN,1,1
BDL,IAD,7828,10056
BDL,IAH,535,1050
BDL,IND,165,287
BDL,ISP,151,339
BDL,JFK,1332,2028
BDL,LAS,938,822
BDL,LAX,514,513
BDL,LGA,192,286
BDL,MCO,11573,11379
BDL,MDW,2361,2278
BDL,MHT,1,1
BDL,MIA,1802,2162
BDL,MKE,250,392
BDL,MSP,4387,7198
BDL,ORD,26827,34169
BDL,PBI,4367,4705
BDL,PHL,17906,19232
BDL,PHX,1029,1157
BDL,PIT,15078,15016
BDL,PVD,168,280
BDL,PWM,167,238
BDL,RDU,4804,6314
BDL,ROC,100,83
BDL,RSW,363,530
BDL,SAT,0,0
BDL,SFO,434,579
BDL,SJU,2813,2992
BDL,SLC,102,82
BDL,STL,4100,8519
BDL,SWF,0,1
BDL,SYR,1966,1922
BDL,TPA,5521,5460
BET,ADQ,45,60
BET,ANC,6807,9474
BET,ANI,56,175
BET,KSM,60,150
BFF,RAP,1,1
BFI,DEN,1,1
BFL,BUR,47,20
BFL,CDC,1,0
BFL,DEN,82,287
BFL,DFW,1382,3115
BFL,FAT,10,10
BFL,IAH,564,1019
BFL,LAS,474,1135
BFL,LAX,2219,2776
BFL,LGB,1,1
BFL,MRY,21,20
BFL,ONT,33,65
BFL,PHX,488,755
BFL,PIH,0,0
BFL,PSP,1,1
BFL,SAN,61,72
BFL,SBA,351,429
BFL,SBP,1,1
BFL,SFO,1714,2096
BFL,SJC,1,0
BFL,SLC,440,738
BFL,SMF,12,24
BFL,SNA,23,92
BGM,ATL,165,234
BGM,BWI,1315,1362
BGM,CVG,448,636
BGM,DTW,217,350
BGM,ELM,114,466
BGM,IAD,224,305
BGM,ITH,88,44
BGM,JFK,3,4
BGM,PHL,95,211
BGM,PIT,5979,7650
BGR,ATL,507,438
BGR,BOS,8454,11036
BGR,BTV,139,187
BGR,CVG,1153,1573
BGR,DTW,399,495
BGR,EWR,991,1343
BGR,LGA,813,1120
BGR,MHT,414,636
BGR,MSP,5,3
BGR,ORD,245,264
BGR,PHL,317,299
BGR,PIT,202,172
BGR,PVD,644,788
BGR,PWM,905,1440
BGR,SWF,178,349
BGR,SYR,37,155
BHM,ATL,31068,37586
BHM,AUS,4,5
BHM,BNA,8423,11923
BHM,BTR,1070,1424
BHM,BWI,4778,5373
BHM,CLE,37,86
BHM,CLT,9584,10898
BHM,COS,2,0
BHM,CVG,4443,6187
BHM,DAL,601,406
BHM,DCA,36,32
BHM,DEN,1250,1449
BHM,DFW,10220,15338
BHM,DTW,1038,2108
BHM,EWR,1222,1667
BHM,HOU,2943,3431
BHM,HSV,2313,3108
BHM,IAD,461,571
BHM,IAH,3970,7401
BHM,JAN,5003,5815
BHM,JAX,1286,1278
BHM,JFK,2,1
BHM,LAS,759,684
BHM,LEX,1,0
BHM,LGA,1310,2080
BHM,LIT,1,1
BHM,MCO,2670,3368
BHM,MDW,3578,3822
BHM,MEM,2890,7121
BHM,MGM,1213,1583
BHM,MKE,0,0
BHM,MOB,787,872
BHM,MSY,11791,15894
BHM,OKC,0,0
BHM,ORD,5403,6088
BHM,PHX,946,768
BHM,PIT,1333,1689
BHM,PNS,31,74
BHM,PUB,1,0
BHM,RDU,122,117
BHM,SAV,1,1
BHM,SDF,4548,5408
BHM,SHV,1122,1040
BHM,SLC,118,144
BHM,STL,896,1291
BHM,TPA,3500,3799
BHM,VPS,1,1
BIL,BZN,1247,1831
BIL,COD,3,3
BIL,COS,1,0
BIL,CPR,0,0
BIL,CVG,75,92
BIL,DEN,7822,10563
BIL,FCA,141,183
BIL,GEG,307,591
BIL,GJT,1,0
BIL,GTF,1725,1937
BIL,HLN,227,242
BIL,IDA,3,0
BIL,JAC,77,84
BIL,LAS,1,2
BIL,MSO,139,177
BIL,MSP,2879,7290
BIL,ORD,46,50
BIL,PHX,0,1
BIL,PIH,2,0
BIL,RAP,0,0
BIL,SFO,5,8
BIL,SLC,8571,12334
BIL,TWF,1,0
BIS,COS,0,0
BIS,CPR,72,224
BIS,CYS,1,0
BIS,DEN,2578,3760
BIS,FAR,30,23
BIS,FSD,511,599
BIS,GJT,0,0
BIS,MOT,1222,1189
BIS,MSP,5069,10179
BIS,ORD,1,0
BIS,RAP,1,0
BIS,SLC,289,608
BJI,MSP,37,57
BLI,PIH,0,0
BLI,SAN,0,0
BLI,SEA,2142,3086
BLI,SLC,303,261
BLI,TWF,1,0
BMI,ATL,2401,3427
BMI,LAS,14,26
BMI,MCO,273,361
BMI,ORD,2948,3926
BMI,PIA,0,0
BNA,ATL,26830,33411
BNA,AUS,3828,3658
BNA,BDL,2586,2827
BNA,BHM,11750,13363
BNA,BOS,4913,5501
BNA,BTR,2486,2427
BNA,BWI,15010,15280
BNA,CAK,51,68
BNA,CHA,1231,1236
BNA,CID,0,1
BNA,CLE,9906,11861
BNA,CLT,11653,15320
BNA,CMH,2971,3484
BNA,COS,1,1
BNA,CVG,5994,8691
BNA,DAY,4,4
BNA,DCA,6557,7680
BNA,DEN,5528,6313
BNA,DET,714,784
BNA,DFW,26972,32031
BNA,DSM,241,216
BNA,DTW,16967,23802
BNA,EVV,3,15
BNA,EWR,8802,10989
BNA,FLL,3577,3491
BNA,FSD,0,1
BNA,GSO,1364,1477
BNA,GSP,225,304
BNA,GUC,1,2
BNA,HOU,15363,15996
BNA,HSV,3219,2904
BNA,IAD,2328,3085
BNA,IAH,8869,11764
BNA,ICT,1,0
BNA,IND,1558,1996
BNA,ISP,1300,1390
BNA,JAN,2454,2407
BNA,JAX,6583,7237
BNA,JFK,1664,2376
BNA,LAS,4363,3974
BNA,LAX,8340,8302
BNA,LEX,631,687
BNA,LGA,9249,11209
BNA,LIT,3106,3434
BNA,MCI,8103,8341
BNA,MCO,11833,11920
BNA,MDW,18361,22337
BNA,MEM,8478,12552
BNA,MHT,1476,1465
BNA,MIA,5548,6743
BNA,MKE,2949,2956
BNA,MOB,2711,2354
BNA,MSP,4819,7088
BNA,MSY,7613,8371
BNA,OAK,1585,1301
BNA,OKC,0,0
BNA,OMA,63,95
BNA,ONT,1005,854
BNA,ORD,24796,28762
BNA,ORF,893,1500
BNA,PBI,839,891
BNA,PHL,8309,9824
BNA,PHX,6748,6765
BNA,PIT,7600,9752
BNA,PNS,546,258
BNA,PVD,2166,2309
BNA,RDU,8292,9053
BNA,RIC,1426,1862
BNA,RSW,1058,990
BNA,SAN,3692,3172
BNA,SAT,3827,3837
BNA,SDF,1733,2515
BNA,SEA,1085,849
BNA,SFO,849,775
BNA,SGF,0,0
BNA,SHV,0,0
BNA,SJU,835,777
BNA,SLC,265,283
BNA,SRQ,47,41
BNA,STL,5505,11982
BNA,TPA,9925,9759
BNA,TUL,44,25
BNA,TYS,2766,3707
BOI,ATL,163,223
BOI,ATW,0,0
BOI,BZN,1,1
BOI,CID,2,0
BOI,COS,2,0
BOI,DEN,7534,11283
BOI,DFW,108,147
BOI,FAT,5,22
BOI,FSD,1,0
BOI,GEG,3935,4667
BOI,GJT,0,0
BOI,IAH,350,420
BOI,IDA,0,0
BOI,LAS,3496,4539
BOI,LAX,825,1193
BOI,MLI,0,0
BOI,MSP,2462,4184
BOI,OAK,1337,1370
BOI,OGD,0,0
BOI,ONT,245,224
BOI,ORD,3794,4849
BOI,PDX,4333,5412
BOI,PHX,1345,1578
BOI,PIH,2,0
BOI,PIT,1,1
BOI,PSC,1201,1424
BOI,RNO,2940,3767
BOI,SAN,239,290
BOI,SBA,39,28
BOI,SEA,5816,8672
BOI,SFO,12347,13061
BOI,SLC,13954,20835
BOI,SMF,1,0
BOI,SUN,37,40
BOI,TVC,1,0
BOI,TWF,1,0
BOS,ACY,39,31
BOS,ALB,181,164
BOS,ATL,45238,44779
BOS,AUS,204,356
BOS,BDL,1331,1984
BOS,BGR,13087,14241
BOS,BNA,4365,5034
BOS,BTV,1761,2211
BOS,BUF,6786,6903
BOS,BWI,31077,32168
BOS,CAE,39,54
BOS,CAK,774,996
BOS,CHS,239,424
BOS,CLE,13328,18142
BOS,CLT,29498,28083
BOS,CMH,7751,10156
BOS,CVG,17320,19467
BOS,DAY,2175,2351
BOS,DCA,54179,65216
BOS,DEN,19465,19761
BOS,DFW,34465,34241
BOS,DTW,16777,24055
BOS,EWR,51249,67142
BOS,FLL,15278,14985
BOS,GGG,1,0
BOS,GSO,2374,3082
BOS,HPN,697,851
BOS,IAD,27054,33274
BOS,IAH,14127,16013
BOS,IND,2113,1854
BOS,ISP,1438,1688
BOS,JAX,769,1096
BOS,JFK,25084,31775
BOS,LAS,7221,7836
BOS,LAX,22380,22495
BOS,LGA,34040,72170
BOS,LGB,1339,888
BOS,MCI,532,576
BOS,MCO,26918,26591
BOS,MDT,707,908
BOS,MDW,1693,2770
BOS,MEM,3824,5207
BOS,MIA,17652,18310
BOS,MKE,884,1577
BOS,MSP,13355,17584
BOS,MSY,150,212
BOS,MYR,85,156
BOS,OAK,967,790
BOS,OMA,2,2
BOS,ONT,0,0
BOS,ORD,62604,68998
BOS,ORF,5894,6683
BOS,PBI,10871,10130
BOS,PDX,163,155
BOS,PHF,909,1322
BOS,PHL,56230,62709
BOS,PHX,5485,5913
BOS,PIT,27953,26735
BOS,PVD,51,54
BOS,PWM,7407,8541
BOS,RDU,13203,15553
BOS,RIC,3833,4126
BOS,ROC,6823,7528
BOS,RSW,5595,6223
BOS,SAN,1753,1624
BOS,SAV,186,384
BOS,SDF,59,106
BOS,SEA,4251,4140
BOS,SFO,20483,19691
BOS,SJC,3196,3303
BOS,SJU,8415,9055
BOS,SLC,8449,8168
BOS,SRQ,89,168
BOS,STL,12087,16421
BOS,STT,311,300
BOS,SWF,0,0
BOS,SYR,4794,5325
BOS,TPA,14573,14831
BOS,TTN,278,453
BPT,ATL,66,66
BPT,DFW,240,362
BPT,IAH,928,1535
BQK,ATL,1849,2577
BQN,EWR,575,862
BQN,JFK,722,1269
BQN,MCO,223,188
BQN,MIA,141,587
BRO,IAH,2926,5536
BRW,ANC,557,820
BRW,FAI,3604,4447
BRW,SCC,438,504
BTM,BZN,1390,2568
BTM,GJT,0,0
BTM,HLN,63,63
BTM,IDA,0,0
BTM,MSO,1,1
BTM,PIH,0,0
BTM,SLC,1079,1762
BTR,AEX,0,0
BTR,ATL,14304,16076
BTR,AUS,1,1
BTR,BHM,504,701
BTR,BNA,1207,1954
BTR,CRP,0,1
BTR,CSG,2,2
BTR,CVG,444,621
BTR,DCA,217,376
BTR,DEN,1,1
BTR,DFW,17214,21397
BTR,EWR,155,189
BTR,HOU,1,1
BTR,IAH,5753,9963
BTR,JAN,1573,1987
BTR,LFT,282,172
BTR,LGA,47,60
BTR,MEM,1963,5477
BTR,MOB,5739,6788
BTR,MSY,85,265
BTR,ORD,722,779
BTR,PNS,891,1363
BTR,SHV,198,362
BTV,ALB,227,230
BTV,ATL,800,768
BTV,AZO,0,0
BTV,BDL,10,11
BTV,BGR,139,149
BTV,BOS,1492,1989
BTV,BWI,83,74
BTV,CLE,546,990
BTV,CMH,1,0
BTV,COS,0,1
BTV,CVG,633,1221
BTV,DCA,218,219
BTV,DTW,399,566
BTV,EWR,4270,7632
BTV,FWA,1,0
BTV,HPN,2,8
BTV,IAD,2114,2982
BTV,IND,1,0
BTV,JFK,2940,3991
BTV,LGA,2440,2836
BTV,MCO,17,34
BTV,MHT,750,937
BTV,MSP,21,21
BTV,ORD,7719,8224
BTV,PHL,7447,8255
BTV,PIT,6060,6205
BTV,PWM,25,42
BTV,SBN,1,0
BTV,SYR,217,356
BUF,ALB,2289,2745
BUF,ATL,14779,17527
BUF,BDL,1868,2276
BUF,BOS,7105,7312
BUF,BWI,10445,11107
BUF,CLE,4374,6857
BUF,CLT,8858,8791
BUF,CVG,4158,5477
BUF,DCA,8608,8935
BUF,DEN,42,101
BUF,DFW,352,426
BUF,DTW,5149,11557
BUF,EWR,19441,26170
BUF,FLL,101,109
BUF,GSP,1,0
BUF,IAD,2529,3754
BUF,ISP,0,0
BUF,JFK,7861,9376
BUF,LAS,802,749
BUF,LGA,18262,17637
BUF,MCO,2436,2108
BUF,MDW,1381,951
BUF,MIA,1,1
BUF,MSP,1154,2229
BUF,ORD,23277,30815
BUF,PBI,0,0
BUF,PHL,13791,14101
BUF,PHX,981,831
BUF,PIT,11897,11994
BUF,RDU,1392,2221
BUF,ROC,1324,1851
BUF,RSW,95,115
BUF,SWF,2,2
BUF,SYR,2079,2201
BUF,TPA,774,613
BUF,TYS,0,0
BUR,ATL,195,193
