rorg,rdes,Origin,Dest
985,1485,Wilkes-Barre Scranton,Pittsburgh
1383,1588,Kalamazoo,Dayton
485,1431,Kalamazoo,Detroit
176,237,Kalamazoo,Lansing
232,645,Kalamazoo,Minneapolis
28,34,Kalamazoo,South Bend
1251,2292,Windsor Locks,Atlanta
693,1204,Windsor Locks,Boston
22,22,Windsor Locks,Burlington
619,751,Windsor Locks,Buffalo
2161,2355,Windsor Locks,Baltimore
384,765,Windsor Locks,Cleveland
124,116,Windsor Locks,Charlotte
451,1013,Windsor Locks,Covington
1727,2635,Windsor Locks,Arlington
99,156,Windsor Locks,Denver
690,667,Windsor Locks,Dallas-Fort Worth
844,2209,Windsor Locks,Detroit
734,1693,Windsor Locks,Newark
287,510,Windsor Locks,Ft. Lauderdale
1083,1571,Windsor Locks,Chantilly
122,291,Windsor Locks,Islip
314,594,Windsor Locks,New York
47,30,Windsor Locks,Los Angeles
16,81,Windsor Locks,New York
394,789,Windsor Locks,Orlando
302,681,Windsor Locks,Minneapolis
3266,3936,Windsor Locks,Chicago
190,325,Windsor Locks,West Palm Beach
2577,2905,Windsor Locks,Philadelphia
2528,2287,Windsor Locks,Pittsburgh
146,246,Windsor Locks,Providence
814,987,Windsor Locks,Raleigh
358,257,Windsor Locks,San Juan
392,1131,Windsor Locks,St Louis
493,670,Windsor Locks,Syracuse
205,440,Windsor Locks,Tampa
289,646,Bethel,Anchorage
1,1,Seattle,Denver
23,8,Bakersfield,Burbank
20,57,Bakersfield,Denver
214,469,Bakersfield,Dallas-Fort Worth
33,65,Bakersfield,Ontario
1,1,Bakersfield,Palm Springs
216,279,Bakersfield,Santa Barbara
714,681,Binghamton,Baltimore
97,441,Binghamton,Elmira
62,33,Binghamton,Ithaca
949,1472,Binghamton,Pittsburgh
811,1662,Bangor,Boston
101,125,Bangor,Burlington
60,87,Bangor,Manchester
116,157,Bangor,Chicago
158,219,Bangor,Portland
37,155,Bangor,Syracuse
2182,5511,Birmingham,Atlanta
1594,2708,Birmingham,Nashville
0,0,Birmingham,Baton Rouge
1422,1415,Birmingham,Charlotte
109,433,Birmingham,Covington
965,1803,Birmingham,Dallas-Fort Worth
22,137,Birmingham,Detroit
64,247,Birmingham,Houston
763,1042,Birmingham,Huntsville
574,964,Birmingham,Jackson
85,193,Birmingham,Orlando
642,1742,Birmingham,Memphis
232,362,Birmingham,Montgomery
1,1,Birmingham,Mobile
1095,1751,Birmingham,New Orleans
184,175,Birmingham,Chicago
21,47,Birmingham,Pensacola
140,269,Birmingham,Louisville
419,597,Billings,Bozeman
928,1319,Billings,Denver
210,424,Billings,Spokane
643,759,Billings,Great Falls
84,131,Billings,Missoula
362,962,Billings,Minneapolis
763,1146,Billings,Salt Lake City
44,160,Bismarck,Casper
246,665,Bismarck,Denver
2,2,Bismarck,Fargo
214,236,Bismarck,Sioux Falls
420,496,Bismarck,Minot
436,1350,Bismarck,Minneapolis
83,224,Bismarck,Salt Lake City
0,0,Bellingham,San Diego
918,1273,Bellingham,Seattle
1949,5081,Nashville,Atlanta
2843,3419,Nashville,Birmingham
1023,823,Nashville,Boston
892,744,Nashville,Baton Rouge
898,799,Nashville,Baltimore
51,68,Nashville,Akron
729,676,Nashville,Chattanooga
907,882,Nashville,Cleveland
1548,1885,Nashville,Charlotte
497,498,Nashville,Columbus
407,966,Nashville,Covington
841,782,Nashville,Arlington
491,550,Nashville,Detroit
2867,3550,Nashville,Dallas-Fort Worth
241,216,Nashville,Des Moines
1590,2067,Nashville,Detroit
3,15,Nashville,Evansville
1023,1079,Nashville,Newark
560,491,Nashville,Ft. Lauderdale
391,281,Nashville,Greensboro
1309,1531,Nashville,Houston
869,846,Nashville,Huntsville
152,173,Nashville,Chantilly
1152,849,Nashville,Houston
624,579,Nashville,Indianapolis
999,718,Nashville,Jackson
287,336,Nashville,New York
615,491,Nashville,Los Angeles
1024,913,Nashville,New York
839,844,Nashville,Little Rock
314,308,Nashville,Kansas City
950,1169,Nashville,Orlando
1544,1672,Nashville,Chicago
2383,3173,Nashville,Memphis
655,663,Nashville,Miami
883,676,Nashville,Milwaukee
963,763,Nashville,Mobile
531,783,Nashville,Minneapolis
892,926,Nashville,New Orleans
63,95,Nashville,Omaha
1999,2523,Nashville,Chicago
454,440,Nashville,West Palm Beach
1472,1603,Nashville,Philadelphia
334,579,Nashville,Phoenix
1312,1682,Nashville,Pittsburgh
376,386,Nashville,Raleigh
572,494,Nashville,Ft. Myers
500,369,Nashville,San Antonio
63,29,Nashville,San Juan
47,41,Nashville,Sarasota
805,1675,Nashville,St Louis
950,876,Nashville,Tampa
43,25,Nashville,Tulsa
830,1239,Nashville,Knoxville
822,1267,Boise,Denver
304,848,Boise,Las Vegas
21,18,Boise,Los Angeles
376,516,Boise,Chicago
208,342,Boise,Pasco
47,36,Boise,Reno
220,1089,Boise,Seattle
1086,1336,Boise,San Francisco
420,1226,Boise,Salt Lake City
9,9,Boise,Hailey
2900,4523,Boston,Atlanta
516,975,Boston,Windsor Locks
1190,1903,Boston,Bangor
867,1076,Boston,Nashville
493,793,Boston,Burlington
917,1270,Boston,Buffalo
4384,4108,Boston,Baltimore
1854,2807,Boston,Cleveland
3165,2982,Boston,Charlotte
822,1792,Boston,Covington
1050,1226,Boston,Dayton
5768,9600,Boston,Arlington
2106,2077,Boston,Denver
2733,3347,Boston,Dallas-Fort Worth
1734,2874,Boston,Detroit
5716,8434,Boston,Newark
1164,1484,Boston,Ft. Lauderdale
540,532,Boston,Greensboro
1971,2480,Boston,Chantilly
1025,1027,Boston,Houston
1634,2966,Boston,New York
2113,1817,Boston,Los Angeles
3374,12811,Boston,New York
123,235,Boston,Kansas City
1258,1894,Boston,Orlando
635,803,Boston,Harrisburg
628,799,Boston,Memphis
1309,1763,Boston,Miami
320,634,Boston,Milwaukee
1608,2100,Boston,Minneapolis
6460,6368,Boston,Chicago
680,940,Boston,Norfolk
741,862,Boston,West Palm Beach
6158,8000,Boston,Philadelphia
3877,3844,Boston,Pittsburgh
5,4,Boston,Providence
1456,2147,Boston,Portland
1047,1128,Boston,Raleigh
531,704,Boston,Richmond
1313,1616,Boston,Rochester
25,66,Boston,Ft. Myers
1206,988,Boston,San Francisco
878,881,Boston,San Juan
370,739,Boston,Salt Lake City
1574,1952,Boston,St Louis
1820,2020,Boston,Syracuse
680,1528,Boston,Tampa
198,925,Butte,Bozeman
0,2,Butte,Salt Lake City
752,1516,Baton Rouge,Atlanta
374,581,Baton Rouge,Nashville
1658,3187,Baton Rouge,Dallas-Fort Worth
516,990,Baton Rouge,Houston
2,2,Baton Rouge,Jackson
191,111,Baton Rouge,Lafayette
356,1169,Baton Rouge,Memphis
366,931,Baton Rouge,Mobile
20,57,Baton Rouge,New Orleans
699,1082,Baton Rouge,Pensacola
10,11,Burlington,Windsor Locks
42,49,Burlington,Bangor
592,758,Burlington,Boston
532,1467,Burlington,Newark
338,502,Burlington,Chantilly
995,1233,Burlington,New York
26,54,Burlington,Manchester
898,994,Burlington,Chicago
702,828,Burlington,Philadelphia
1363,1530,Burlington,Pittsburgh
25,42,Burlington,Portland
112,188,Burlington,Syracuse
531,804,Buffalo,Albany
875,1540,Buffalo,Atlanta
497,700,Buffalo,Windsor Locks
992,1126,Buffalo,Boston
1794,1750,Buffalo,Baltimore
1127,1775,Buffalo,Cleveland
1011,1064,Buffalo,Arlington
26,45,Buffalo,Denver
470,1270,Buffalo,Detroit
3646,6143,Buffalo,Newark
353,623,Buffalo,Chantilly
420,574,Buffalo,New York
2844,3753,Buffalo,New York
47,216,Buffalo,Minneapolis
3039,3878,Buffalo,Chicago
1664,1341,Buffalo,Philadelphia
1956,2030,Buffalo,Pittsburgh
472,902,Buffalo,Raleigh
236,368,Buffalo,Rochester
1133,1204,Buffalo,Syracuse
24,27,Buffalo,Tampa
51,37,Burbank,Bakersfield
871,1377,Burbank,Denver
460,782,Burbank,Dallas-Fort Worth
2520,3878,Burbank,Las Vegas
210,477,Burbank,Long Beach
1840,2503,Burbank,Oakland
228,282,Burbank,Ontario
323,740,Burbank,Portland
1089,2041,Burbank,Phoenix
139,172,Burbank,Reno
23,36,Burbank,San Diego
291,492,Burbank,Seattle
5130,4919,Burbank,San Francisco
1783,2443,Burbank,San Jose
345,610,Burbank,Salt Lake City
1280,1445,Burbank,Sacramento
0,5,Burbank,Santa Ana
559,705,Burbank,St Louis
281,292,Baltimore,Allentown
1818,1818,Baltimore,Albany
1879,3312,Baltimore,Atlanta
591,512,Baltimore,Asheville
2838,2208,Baltimore,Windsor Locks
544,757,Baltimore,Binghamton
897,839,Baltimore,Nashville
4634,3948,Baltimore,Boston
1555,1458,Baltimore,Buffalo
502,522,Baltimore,Columbia
130,240,Baltimore,Charlottesville
516,547,Baltimore,Charleston
1878,2282,Baltimore,Cleveland
3700,3490,Baltimore,Charlotte
437,931,Baltimore,Covington
754,782,Baltimore,Dayton
142,208,Baltimore,Arlington
649,986,Baltimore,Denver
1568,2035,Baltimore,Dallas-Fort Worth
2432,3172,Baltimore,Detroit
2468,2317,Baltimore,Newark
703,660,Baltimore,Fayetteville
1530,1227,Baltimore,Ft. Lauderdale
2369,2270,Baltimore,Greensboro
7,22,Baltimore,Chantilly
1357,1576,Baltimore,Houston
990,837,Baltimore,Wilmington
262,347,Baltimore,Indianapolis
671,664,Baltimore,Kinston
1327,1406,Baltimore,Islip
1423,1238,Baltimore,Jacksonville
1144,1258,Baltimore,New York
83,158,Baltimore,Las Vegas
1243,1148,Baltimore,Los Angeles
3214,2829,Baltimore,New York
52,63,Baltimore,Lynchburg
630,531,Baltimore,Kansas City
2722,2780,Baltimore,Orlando
162,313,Baltimore,Harrisburg
83,215,Baltimore,Memphis
1675,1477,Baltimore,Miami
341,764,Baltimore,Minneapolis
485,444,Baltimore,New Orleans
1057,892,Baltimore,Myrtle Beach
402,530,Baltimore,Jacksonville
4323,5361,Baltimore,Chicago
2606,2555,Baltimore,Norfolk
1708,1413,Baltimore,Worcester
991,857,Baltimore,West Palm Beach
542,726,Baltimore,Philadelphia
1396,1338,Baltimore,Phoenix
2646,3063,Baltimore,Pittsburgh
1910,1503,Baltimore,Providence
2068,2127,Baltimore,Raleigh
1461,1496,Baltimore,Richmond
1303,1531,Baltimore,Roanoke
1606,1885,Baltimore,Rochester
547,502,Baltimore,Ft. Myers
409,484,Baltimore,San Juan
1453,1871,Baltimore,St Louis
2433,2343,Baltimore,Syracuse
2043,1720,Baltimore,Tampa
421,541,Baltimore,Utica
123,537,Bozeman,Billings
512,696,Bozeman,Butte
573,614,Bozeman,Denver
46,51,Bozeman,Great Falls
305,273,Bozeman,Missoula
31,138,Bozeman,Minneapolis
628,1429,Bozeman,Salt Lake City
1972,4417,Columbia,Atlanta
555,448,Columbia,Baltimore
77,104,Columbia,Charleston
2029,2926,Columbia,Charlotte
1122,1188,Columbia,Newark
120,127,Columbia,Greensboro
5,15,Columbia,Greer
122,180,Columbia,Chantilly
1,0,Columbia,Jacksonville
301,412,Columbia,Chicago
272,676,Columbia,Raleigh
48,54,Columbia,Savannah
141,401,Akron,Atlanta
29,72,Akron,Nashville
0,0,Akron,Baltimore
47,50,Akron,Cleveland
134,343,Akron,Columbus
1,1,Akron,Covington
1193,1349,Akron,Dayton
15,104,Akron,Detroit
39,104,Akron,Fort Wayne
792,1060,Akron,Chicago
3,2,Akron,Pittsburgh
616,747,Concord,Los Angeles
173,339,Cordova,Anchorage
128,245,Cordova,Yakutat
949,2989,Chattanooga,Atlanta
2,3,Chattanooga,Birmingham
354,609,Chattanooga,Nashville
1,1,Chattanooga,Baton Rouge
843,952,Chattanooga,Charlotte
1,1,Chattanooga,Huntsville
272,1036,Chattanooga,Memphis
1,1,Chattanooga,Ft. Myers
1,1,Chattanooga,Knoxville
125,126,Charlottesville,Baltimore
960,1169,Charlottesville,Charlotte
381,392,Charlottesville,New York
171,277,Charlottesville,Lynchburg
135,204,Charlottesville,Roanoke
1937,4274,Charleston,Atlanta
494,439,Charleston,Baltimore
54,77,Charleston,Columbia
2113,2302,Charleston,Charlotte
522,548,Charleston,Arlington
379,392,Charleston,Newark
24,266,Charleston,Greer
408,684,Charleston,Chantilly
475,498,Charleston,Jacksonville
20,136,Charleston,New York
89,97,Charleston,Miami
12,19,Charleston,Myrtle Beach
544,783,Charleston,Chicago
566,759,Charleston,Norfolk
1,1,Charleston,West Palm Beach
288,599,Charleston,Raleigh
880,1220,Charleston,Savannah
450,548,Cedar Rapids,Denver
181,1187,Cedar Rapids,Des Moines
33,108,Cedar Rapids,Detroit
144,527,Cedar Rapids,Moline
308,721,Cedar Rapids,Minneapolis
162,222,Cedar Rapids,Chicago
39,41,Cedar Rapids,Phoenix
87,135,Cedar Rapids,Peoria
514,1786,Cedar Rapids,St Louis
10,15,Cedar Rapids,Sioux City
517,414,Cleveland,Albany
742,2630,Cleveland,Atlanta
585,511,Cleveland,Windsor Locks
844,1025,Cleveland,Nashville
2477,2674,Cleveland,Boston
1551,1791,Cleveland,Buffalo
1506,2118,Cleveland,Baltimore
12,18,Cleveland,Akron
1306,1626,Cleveland,Charlotte
138,185,Cleveland,Columbus
2,2,Cleveland,Charleston
244,1570,Cleveland,Covington
1,1,Cleveland,Dayton
2511,3131,Cleveland,Arlington
2108,2371,Cleveland,Denver
841,879,Cleveland,Dallas-Fort Worth
980,2243,Cleveland,Detroit
2629,4384,Cleveland,Newark
522,511,Cleveland,Ft. Lauderdale
77,115,Cleveland,Flint
35,74,Cleveland,Houston
581,961,Cleveland,Chantilly
936,1391,Cleveland,Houston
1638,2085,Cleveland,Indianapolis
898,1348,Cleveland,New York
269,352,Cleveland,Lansing
377,300,Cleveland,Las Vegas
1751,1642,Cleveland,Los Angeles
3395,5042,Cleveland,New York
286,346,Cleveland,Saginaw
91,103,Cleveland,Kansas City
871,1686,Cleveland,Orlando
753,1211,Cleveland,Chicago
93,468,Cleveland,Memphis
289,444,Cleveland,Miami
565,649,Cleveland,Milwaukee
875,1996,Cleveland,Minneapolis
137,301,Cleveland,New Orleans
4856,5648,Cleveland,Chicago
336,375,Cleveland,West Palm Beach
2077,2466,Cleveland,Philadelphia
451,451,Cleveland,Phoenix
2796,3367,Cleveland,Pittsburgh
708,705,Cleveland,Raleigh
520,493,Cleveland,Rochester
221,210,Cleveland,Ft. Myers
1209,1208,Cleveland,San Francisco
237,266,Cleveland,Sarasota
1290,2140,Cleveland,St Louis
545,588,Cleveland,Syracuse
796,682,Cleveland,Tampa
780,894,Charlotte,Augusta
4861,7034,Charlotte,Atlanta
2684,2803,Charlotte,Asheville
121,128,Charlotte,Windsor Locks
1554,1579,Charlotte,Birmingham
2157,2171,Charlotte,Nashville
3619,3075,Charlotte,Boston
3927,3682,Charlotte,Baltimore
2888,3157,Charlotte,Columbia
912,789,Charlotte,Chattanooga
809,888,Charlotte,Charlottesville
2575,2594,Charlotte,Charleston
1888,1725,Charlotte,Cleveland
1234,1431,Charlotte,Columbus
1651,1587,Charlotte,Charleston
1634,1690,Charlotte,Covington
1171,1075,Charlotte,Daytona Beach
2307,2340,Charlotte,Dayton
3581,3090,Charlotte,Arlington
1348,1412,Charlotte,Denver
3183,3352,Charlotte,Dallas-Fort Worth
2224,2125,Charlotte,Detroit
4907,4053,Charlotte,Newark
3207,3891,Charlotte,Fayetteville
1912,1500,Charlotte,Ft. Lauderdale
672,605,Charlotte,Gainesville
5037,4613,Charlotte,Greensboro
2706,2785,Charlotte,Greer
1169,1197,Charlotte,Huntington
2043,2136,Charlotte,Houston
2492,2625,Charlotte,Wilmington
1181,1415,Charlotte,Indianapolis
629,706,Charlotte,Kinston
2960,2827,Charlotte,Jacksonville
551,607,Charlotte,New York
1556,1355,Charlotte,Los Angeles
1143,1190,Charlotte,Lexington
4412,3631,Charlotte,New York
1304,1442,Charlotte,Lynchburg
862,781,Charlotte,Kansas City
3645,3393,Charlotte,Orlando
1470,1305,Charlotte,Memphis
2314,2097,Charlotte,Miami
445,371,Charlotte,Melbourne
1077,1126,Charlotte,Minneapolis
1961,2133,Charlotte,New Orleans
3308,3356,Charlotte,Myrtle Beach
1449,1356,Charlotte,Jacksonville
5970,6124,Charlotte,Chicago
4263,3516,Charlotte,Norfolk
353,334,Charlotte,West Palm Beach
3650,3182,Charlotte,Philadelphia
1017,836,Charlotte,Phoenix
2885,3306,Charlotte,Pittsburgh
402,358,Charlotte,Pensacola
4287,5062,Charlotte,Raleigh
3971,3101,Charlotte,Richmond
3272,3264,Charlotte,Roanoke
407,481,Charlotte,Ft. Myers
1657,1523,Charlotte,Savannah
1452,1850,Charlotte,Louisville
855,733,Charlotte,Seattle
1583,1373,Charlotte,San Francisco
21,29,Charlotte,San Juan
42,55,Charlotte,Sarasota
2068,2674,Charlotte,St Louis
1344,1511,Charlotte,Tallahassee
3336,3107,Charlotte,Tampa
2413,2658,Charlotte,Bristol
1585,1721,Charlotte,Knoxville
797,2339,Columbus,Atlanta
171,453,Columbus,Nashville
207,450,Columbus,Akron
101,177,Columbus,Cleveland
1126,1318,Columbus,Charlotte
1099,2573,Columbus,Covington
45,55,Columbus,Dayton
1449,1976,Columbus,Arlington
148,248,Columbus,Denver
378,654,Columbus,Dallas-Fort Worth
572,1565,Columbus,Detroit
1448,2634,Columbus,Newark
73,133,Columbus,Houston
1575,2128,Columbus,Indianapolis
300,417,Columbus,New York
1396,1990,Columbus,New York
100,329,Columbus,Orlando
232,581,Columbus,Memphis
324,863,Columbus,Minneapolis
3087,4507,Columbus,Chicago
914,906,Columbus,Philadelphia
1909,1936,Columbus,Pittsburgh
18,22,Columbus,Louisville
1233,1910,Columbus,St Louis
773,1585,Champaign Urbana,Dayton
62,176,Champaign Urbana,Peoria
169,758,Champaign Urbana,St Louis
0,0,Colorado Springs,Albuquerque
1589,3107,Colorado Springs,Denver
867,1534,Colorado Springs,Dallas-Fort Worth
112,202,Colorado Springs,Wichita
155,443,Colorado Springs,Las Vegas
697,906,Colorado Springs,Chicago
376,1163,Colorado Springs,Phoenix
596,861,Colorado Springs,Pueblo
202,1008,Colorado Springs,Salt Lake City
496,883,Colorado Springs,St Louis
99,151,Casper,Bismarck
24,80,Casper,Denver
147,181,Casper,Rapid City
264,732,Casper,Salt Lake City
881,1470,Corpus Christi,Dallas-Fort Worth
1592,2218,Corpus Christi,Houston
1,1,Corpus Christi,Harlingen
640,1169,Corpus Christi,Houston
62,144,Corpus Christi,San Antonio
4,3,Charleston,Cleveland
1809,1995,Charleston,Charlotte
198,206,Charleston,Covington
660,729,Charleston,Arlington
596,680,Charleston,Huntington
58,89,Charleston,Lexington
307,389,Charleston,New York
67,90,Charleston,Chicago
1208,1527,Charleston,Pittsburgh
350,1229,Columbus,Atlanta
1736,3022,Covington,Atlanta
574,1165,Covington,Windsor Locks
278,479,Covington,Birmingham
418,860,Covington,Nashville
948,1739,Covington,Boston
365,993,Covington,Baltimore
540,2017,Covington,Cleveland
1192,1369,Covington,Charlotte
1171,2109,Covington,Columbus
252,634,Covington,Dayton
1082,2349,Covington,Arlington
242,231,Covington,Denver
1260,2199,Covington,Dallas-Fort Worth
1316,3577,Covington,Detroit
1692,2548,Covington,Newark
275,1130,Covington,Ft. Lauderdale
251,479,Covington,Fort Wayne
10,25,Covington,Greensboro
146,510,Covington,Houston
334,794,Covington,Houston
835,1876,Covington,Indianapolis
356,843,Covington,Jackson
39,101,Covington,Jacksonville
482,967,Covington,New York
781,1122,Covington,Los Angeles
888,2453,Covington,Lexington
1364,2347,Covington,New York
295,910,Covington,Little Rock
492,1346,Covington,Kansas City
792,1545,Covington,Orlando
1,1,Covington,Harrisburg
590,1589,Covington,Memphis
473,1033,Covington,Miami
37,140,Covington,Milwaukee
822,2156,Covington,Minneapolis
671,1349,Covington,New Orleans
3873,6885,Covington,Chicago
482,911,Covington,Norfolk
348,923,Covington,West Palm Beach
226,483,Covington,Portland
1737,2768,Covington,Philadelphia
640,911,Covington,Phoenix
2120,3275,Covington,Pittsburgh
382,812,Covington,Raleigh
511,1377,Covington,Richmond
123,365,Covington,Ft. Myers
296,451,Covington,San Diego
1405,2435,Covington,Louisville
186,292,Covington,Seattle
572,891,Covington,San Francisco
1228,1672,Covington,Salt Lake City
12,10,Covington,Sarasota
804,2592,Covington,St Louis
691,1515,Covington,Tampa
238,467,Covington,Knoxville
6,54,Mosinee,Appleton
56,95,Mosinee,Detroit
30,256,Mosinee,Milwaukee
113,572,Mosinee,Minneapolis
802,2489,Daytona Beach,Atlanta
671,939,Daytona Beach,Charlotte
450,504,Daytona Beach,Newark
109,545,Daytona Beach,Jacksonville
467,675,Daytona Beach,Melbourne
410,828,Daytona Beach,Raleigh
857,1157,Dallas,Albuquerque
1130,1751,Dallas,Amarillo
2050,2051,Dallas,Austin
631,1159,Dallas,El Paso
7064,7964,Dallas,Houston
953,1307,Dallas,Houston
1360,2150,Dallas,Lubbock
1355,1602,Dallas,Little Rock
