Origin,Dest,rorg,rdes
ACY,PIT,1983,2682
ADK,AKN,261,234
ADK,ANC,18,9
ADQ,ANC,3568,4677
AEX,ABI,0,1
AEX,ATL,1703,2309
AEX,AUS,0,1
AEX,BTR,0,0
AEX,DFW,714,993
AEX,GTR,84,92
AEX,HOU,0,0
AEX,IAH,1167,2700
AEX,ILE,0,1
AEX,JAN,0,0
AEX,LFT,0,0
AEX,MLU,1,0
AEX,MSY,0,0
AEX,SHV,1,1
AGS,ATL,13746,19136
AGS,CAE,762,907
AGS,CHA,0,1
AGS,CHS,0,0
AGS,CLE,0,0
AGS,CLT,2223,2564
AGS,CVG,0,0
AGS,EWR,421,600
AGS,IAH,233,301
AGS,JFK,1,1
AGS,LGA,3,4
AGS,SAV,1223,1293
AKN,ADK,218,198
AKN,ANC,1292,1848
AKN,DLG,638,954
ALB,ATL,8798,11058
ALB,BDL,15,48
ALB,BGR,109,86
ALB,BOS,102,93
ALB,BTV,296,308
ALB,BUF,2265,2231
ALB,BWI,10246,11579
ALB,CLE,2416,3765
ALB,CLT,3703,3972
ALB,CVG,3328,5115
ALB,DCA,7036,7427
ALB,DTW,5894,10164
ALB,EWR,1761,2787
ALB,GRR,1,0
ALB,IAD,1105,1838
ALB,ISP,1043,1819
ALB,JFK,436,719
ALB,LAS,723,710
ALB,LGA,493,604
ALB,MCO,2191,2437
ALB,MDW,582,536
ALB,MHT,111,155
ALB,MKE,1,0
ALB,MSP,134,159
ALB,ORD,18273,21654
ALB,PHL,12349,13380
ALB,PIT,12203,12353
ALB,PVD,94,139
ALB,PWM,2334,3049
ALB,RDU,1369,2095
ALB,ROC,281,457
ALB,SBN,1,0
ALB,SWF,11,29
ALB,SYR,103,131
ALB,TPA,196,102
ALO,MSP,111,151
ALO,RST,45,105
ALO,STL,46,122
AMA,ABQ,5037,5762
AMA,COS,1,1
AMA,DAL,14379,19322
AMA,DEN,229,470
AMA,DFW,11268,17661
AMA,IAH,1868,3012
AMA,LAS,535,910
AMA,LBB,715,1101
AMA,MAF,156,144
AMA,ORD,7,10
AMA,PHX,1,1
AMA,SLC,1,2
ANC,ADK,24,32
ANC,ADQ,2976,4411
ANC,AKN,1759,2698
ANC,ANI,61,162
ANC,ATL,330,334
ANC,BET,5372,9210
ANC,BFI,0,0
ANC,BRW,42,130
ANC,CDV,2587,4134
ANC,CVG,70,76
ANC,DEN,1370,1360
ANC,DFW,296,308
ANC,DLG,957,1606
ANC,DTW,386,702
ANC,DUT,1800,2700
ANC,EWR,28,54
ANC,FAI,24559,36854
ANC,HNL,46,52
ANC,IAH,591,607
ANC,JNU,7416,11184
ANC,KOA,6,7
ANC,LAS,471,456
ANC,LAX,1545,1853
ANC,MSP,3260,4773
ANC,OGG,99,124
ANC,OME,2686,5188
ANC,ORD,3404,3505
ANC,OTZ,4935,7112
ANC,PDX,3607,4725
ANC,PHX,826,773
ANC,SCC,2098,4361
ANC,SEA,46723,69768
ANC,SFO,1393,1758
ANC,SIT,1,1
ANC,SLC,6112,7573
ANC,STL,238,241
ANC,YAK,0,2
ANI,ANC,60,94
ANI,KSM,62,104
APF,ATL,821,1115
APF,MIA,46,118
APF,TPA,375,487
ASE,DEN,2286,2441
ASE,LAX,173,184
ASE,ORD,176,205
ASE,PHX,222,201
ASE,SFO,62,58
ASE,SLC,423,513
ATL,ABE,7238,8184
ATL,ABQ,7057,6751
ATL,ABY,2540,3059
ATL,ACY,495,491
ATL,AEX,2075,2282
ATL,AGS,20303,24099
ATL,ALB,12344,13450
ATL,ANC,586,479
ATL,APF,1011,1151
ATL,ATW,1852,2154
ATL,AUS,16035,16958
ATL,AVL,8019,8864
ATL,AVP,3795,4287
ATL,AZO,332,328
ATL,BDL,21716,23012
ATL,BGM,279,252
ATL,BGR,453,438
ATL,BHM,33635,38349
ATL,BMI,3109,3466
ATL,BNA,33117,36126
ATL,BOI,315,387
ATL,BOS,53380,50925
ATL,BPT,81,99
ATL,BQK,2551,3008
ATL,BQN,83,65
ATL,BTR,14039,15138
ATL,BTV,753,763
ATL,BUF,17681,19867
ATL,BUR,245,315
ATL,BWI,45567,45649
ATL,BZN,56,39
ATL,CAE,30721,33973
ATL,CAK,7622,8658
ATL,CBM,0,0
ATL,CHA,14525,17576
ATL,CHO,1867,2257
ATL,CHS,35166,37785
ATL,CID,411,408
ATL,CLE,25183,31535
ATL,CLT,49105,52971
ATL,CMH,23217,25820
ATL,CMI,86,95
ATL,COS,3188,3260
ATL,CRP,1535,1886
ATL,CRW,3695,4202
ATL,CSG,7461,9564
ATL,CVG,34827,35132
ATL,DAB,23639,25096
ATL,DAL,199,266
ATL,DAY,21077,23316
ATL,DCA,55866,58596
ATL,DEN,41496,41558
ATL,DFW,93291,94975
ATL,DHN,4022,4676
ATL,DSM,2498,2743
ATL,DTW,46196,53678
ATL,EGE,766,656
ATL,ELP,2615,2769
ATL,ERI,368,355
ATL,EVV,2815,3330
ATL,EWN,334,263
ATL,EWR,67436,72498
ATL,EYW,2408,2437
ATL,FAY,4564,5038
ATL,FCA,11,3
ATL,FLL,54377,53691
ATL,FLO,1648,2005
ATL,FNT,5950,7095
ATL,FSD,264,297
ATL,FSM,209,198
ATL,FWA,4875,5200
ATL,GNV,11981,13404
ATL,GPT,6490,7186
ATL,GRB,317,361
ATL,GRK,578,535
ATL,GRR,3581,3859
ATL,GSO,30816,34416
ATL,GSP,24571,28145
ATL,GTR,2269,2723
ATL,GUC,567,417
ATL,HDN,100,86
ATL,HHH,519,663
ATL,HKY,206,294
ATL,HNL,4766,3510
ATL,HOU,22688,23373
ATL,HPN,3292,3947
ATL,HSV,21601,24052
ATL,HTS,655,786
ATL,IAD,40148,43476
ATL,IAH,44119,49504
ATL,ICT,7527,7821
ATL,ILG,404,395
ATL,ILM,4202,4931
ATL,IND,21030,25028
ATL,ISO,606,684
ATL,ISP,2074,2299
ATL,JAC,123,111
ATL,JAN,20264,21219
ATL,JAX,46970,48720
ATL,JFK,18511,17567
ATL,LAN,537,543
ATL,LAS,23953,22344
ATL,LAX,46232,39910
ATL,LEX,15461,16872
ATL,LFT,2044,2325
ATL,LGA,77794,73330
ATL,LGB,207,73
ATL,LIT,14753,16565
ATL,LWB,336,412
ATL,LYH,1807,2239
ATL,MCI,30228,32387
ATL,MCN,2910,3255
ATL,MCO,70238,70135
ATL,MDT,8035,8284
ATL,MDW,12937,15066
ATL,MEI,2192,2461
ATL,MEM,42555,50082
ATL,MFE,726,691
ATL,MGM,19873,21515
ATL,MHT,3470,3667
ATL,MIA,66060,68983
ATL,MKE,16824,18242
ATL,MLB,16914,19276
ATL,MLI,3613,3894
ATL,MLU,6111,6616
ATL,MOB,24621,26789
ATL,MSN,784,841
ATL,MSP,33716,38743
ATL,MSY,40888,42127
ATL,MTH,47,62
ATL,MTJ,10,12
ATL,MYR,6729,7617
ATL,OAJ,600,699
ATL,OAK,2672,2516
ATL,OGG,76,92
ATL,OKC,10482,11093
ATL,OMA,10691,11059
ATL,ONT,6906,6095
ATL,ORD,86893,91043
ATL,ORF,21511,24618
ATL,PBI,38165,39702
ATL,PDX,9204,7835
ATL,PFN,10247,10554
ATL,PHF,7494,8270
ATL,PHL,62170,63696
ATL,PHX,32609,31757
ATL,PIA,2345,2639
ATL,PIT,41554,43622
ATL,PNS,29552,32155
ATL,PSE,44,34
ATL,PSP,426,350
ATL,PVD,12954,13647
ATL,PWM,4036,3940
ATL,RDU,42502,47458
ATL,RIC,21942,25752
ATL,RNO,642,600
ATL,ROA,3755,4225
ATL,ROC,12973,14010
ATL,RSW,32720,36151
ATL,SAN,15992,13896
ATL,SAT,21223,21750
ATL,SAV,34268,37071
ATL,SBN,2201,2426
ATL,SCE,118,100
ATL,SDF,27825,29753
ATL,SEA,16425,14451
ATL,SFO,31956,27725
ATL,SGF,945,1170
ATL,SHV,9621,11168
ATL,SJC,4472,4014
ATL,SJU,21201,19551
ATL,SLC,37009,33190
ATL,SMF,4985,4333
ATL,SNA,6868,6727
ATL,SOP,171,212
ATL,SRQ,22473,26119
ATL,STL,31903,40241
ATL,STT,5965,5394
ATL,STX,127,126
ATL,SWF,4868,5031
ATL,SYR,9483,10027
ATL,TLH,21916,23789
ATL,TOL,6238,7419
ATL,TPA,57265,59401
ATL,TRI,6905,7418
ATL,TTN,52,99
ATL,TUL,14407,15379
ATL,TUP,777,847
ATL,TUS,2539,2532
ATL,TVC,43,30
ATL,TYS,26000,29535
ATL,VLD,2731,3073
ATL,VPS,7704,8491
ATL,XNA,3815,4481
ATW,ATL,1342,1700
ATW,CVG,1407,1934
ATW,CWA,13,24
ATW,DTW,343,511
ATW,GRB,43,166
ATW,GRR,1,0
ATW,LEX,1,0
ATW,MKE,0,0
ATW,MSP,408,964
ATW,ORD,1541,2157
AUS,ABQ,259,309
AUS,ATL,14722,16447
AUS,BHM,0,0
AUS,BNA,2623,2680
AUS,BOS,308,435
AUS,BTR,1,0
AUS,BWI,1548,1221
AUS,CID,1,0
AUS,CLE,368,896
AUS,CLT,182,168
AUS,CMH,0,0
AUS,COS,0,0
AUS,CRP,96,101
AUS,CVG,2823,3454
AUS,DAL,27316,34858
AUS,DEN,7186,8808
AUS,DFW,42320,58345
AUS,DSM,0,0
AUS,DTW,318,538
AUS,ELP,9187,11401
AUS,EWR,2134,2775
AUS,GJT,1,0
AUS,GPT,1,1
AUS,HOU,21989,28318
AUS,HRL,1468,2260
AUS,IAD,1144,1428
AUS,IAH,17742,32039
AUS,IND,3,0
AUS,JAX,112,142
AUS,JFK,697,1047
AUS,LAS,3369,4119
AUS,LAX,3623,4718
AUS,LBB,4425,5307
AUS,MAF,3100,4730
AUS,MCI,167,327
AUS,MCN,0,0
AUS,MCO,1579,1548
AUS,MDW,341,309
AUS,MEM,2408,5722
AUS,MFE,257,352
AUS,MIA,125,261
AUS,MSP,1292,2862
AUS,MSY,137,260
AUS,OKC,96,124
AUS,ONT,193,125
AUS,ORD,15557,20933
AUS,PHL,30,93
AUS,PHX,13166,20228
AUS,PIA,1,0
AUS,PIH,0,0
AUS,PIT,780,1091
AUS,PWM,1,0
AUS,RDU,1098,1304
AUS,RFD,1,0
AUS,RNO,6,4
AUS,SAN,1203,980
AUS,SAT,3756,5882
AUS,SBN,1,0
AUS,SEA,58,138
AUS,SFO,840,950
AUS,SHV,0,0
AUS,SJC,3428,4468
AUS,SLC,2014,2427
AUS,SNA,16,54
AUS,SPI,0,0
AUS,STL,1974,5358
AUS,TPA,1641,1416
AUS,TUL,67,92
AUS,TUS,126,101
AVL,AGS,1,1
AVL,ATL,6448,7915
AVL,BWI,567,770
AVL,CLT,10581,11364
AVL,CVG,694,992
AVL,DTW,184,220
AVL,EWR,1254,1569
AVL,IAH,282,559
AVL,LEX,0,1
AVL,LGA,1,0
AVL,MSP,65,122
AVL,PIT,1,0
AVL,TRI,0,0
AVP,ABE,602,1403
AVP,ALB,1,1
AVP,ATL,2931,3330
AVP,AZO,0,0
AVP,BDL,2,1
AVP,BGM,1,1
AVP,BUF,1,1
AVP,BWI,481,738
AVP,CLT,190,195
AVP,CVG,887,1487
AVP,DTW,201,339
AVP,ELM,35,21
AVP,HPN,0,0
AVP,JFK,12,12
AVP,LAN,2,0
AVP,LGA,8,8
AVP,MDT,25,100
AVP,ORD,1092,1298
AVP,PHL,1309,1731
AVP,PIT,7700,9495
AZO,ATL,293,241
AZO,CVG,1263,1628
AZO,DAY,2029,2595
AZO,DTW,3672,7346
AZO,GRB,63,123
AZO,LAN,1119,1266
AZO,MKE,1,1
AZO,MSP,1389,2713
AZO,ORD,3455,4830
AZO,PIT,813,1524
AZO,SBN,29,37
BDL,ALB,25,44
BDL,ATL,19230,20860
BDL,BNA,1614,2342
BDL,BOS,1370,2188
BDL,BTV,36,31
BDL,BUF,1988,2040
BDL,BWI,16484,16886
BDL,CLE,4173,8752
BDL,CLT,11990,11672
BDL,CMH,105,106
BDL,CVG,8820,11737
BDL,DAY,60,5
BDL,DCA,11834,12794
BDL,DEN,1400,1758
BDL,DFW,7979,9363
BDL,DTW,7187,13411
BDL,EWR,3355,6458
BDL,FLL,4760,4983
BDL,GRR,2,0
BDL,HPN,1,1
BDL,IAD,7716,9899
BDL,IAH,530,1045
BDL,IND,113,226
BDL,ISP,151,339
BDL,JFK,1270,1899
BDL,LAS,879,784
BDL,LAX,469,467
BDL,LGA,192,286
BDL,MCO,11296,11123
BDL,MDW,2182,2117
BDL,MHT,1,1
BDL,MIA,1786,2096
BDL,MKE,195,275
BDL,MSP,4296,7060
BDL,ORD,26383,33594
BDL,PBI,4331,4647
BDL,PHL,17856,19165
BDL,PHX,1004,1098
BDL,PIT,15078,15016
BDL,PVD,168,280
BDL,PWM,167,238
BDL,RDU,4708,6170
BDL,ROC,100,83
BDL,RSW,294,468
BDL,SAT,0,0
BDL,SFO,434,579
BDL,SJU,2763,2928
BDL,SLC,102,82
BDL,STL,4100,8519
BDL,SWF,0,1
BDL,SYR,1966,1922
BDL,TPA,5285,5243
BET,ADQ,45,60
BET,ANC,6668,9343
BET,ANI,56,175
BET,KSM,60,150
BFF,RAP,1,1
BFI,DEN,1,1
BFL,BUR,47,20
BFL,CDC,1,0
BFL,DEN,55,183
BFL,DFW,1382,3115
BFL,FAT,10,10
BFL,IAH,564,1019
BFL,LAS,465,1107
BFL,LAX,2155,2694
BFL,LGB,1,1
BFL,MRY,21,20
BFL,ONT,33,65
BFL,PHX,447,681
BFL,PIH,0,0
BFL,PSP,1,1
BFL,SAN,42,51
BFL,SBA,351,429
BFL,SBP,1,1
BFL,SFO,1601,1947
BFL,SJC,1,0
BFL,SLC,417,703
BFL,SMF,8,13
BFL,SNA,23,92
BGM,ATL,165,234
BGM,BWI,1315,1362
BGM,CVG,448,636
BGM,DTW,160,259
BGM,ELM,114,466
BGM,IAD,224,305
BGM,ITH,88,44
BGM,JFK,3,4
BGM,PHL,95,211
BGM,PIT,5979,7650
BGR,ATL,441,366
BGR,BOS,8412,10929
BGR,BTV,138,186
BGR,CVG,1125,1505
BGR,DTW,313,377
BGR,EWR,917,1274
BGR,LGA,813,1120
BGR,MHT,414,636
BGR,MSP,5,3
BGR,ORD,245,264
BGR,PHL,317,299
BGR,PIT,202,172
BGR,PVD,644,788
BGR,PWM,905,1440
BGR,SWF,178,349
BGR,SYR,37,155
BHM,ATL,30830,37217
BHM,AUS,3,4
BHM,BNA,8316,11812
BHM,BTR,1070,1424
BHM,BWI,4611,5248
BHM,CLE,33,78
BHM,CLT,9563,10841
BHM,COS,2,0
BHM,CVG,4380,6108
BHM,DAL,399,260
BHM,DCA,36,32
BHM,DEN,1170,1345
BHM,DFW,10079,15155
BHM,DTW,929,1975
BHM,EWR,1138,1583
BHM,HOU,2792,3300
BHM,HSV,2313,3108
BHM,IAD,411,523
BHM,IAH,3745,7022
BHM,JAN,5003,5815
BHM,JAX,1254,1250
BHM,JFK,2,1
BHM,LAS,702,629
BHM,LEX,1,0
BHM,LGA,1204,1912
BHM,LIT,1,1
BHM,MCO,2543,3201
BHM,MDW,3469,3707
BHM,MEM,2817,6988
BHM,MGM,1213,1583
BHM,MOB,787,872
BHM,MSY,11647,15684
BHM,OKC,0,0
BHM,ORD,5091,5681
BHM,PHX,879,737
BHM,PIT,1333,1689
BHM,PNS,31,74
BHM,PUB,1,0
BHM,RDU,91,93
BHM,SAV,1,1
BHM,SDF,4411,5271
BHM,SHV,1122,1040
BHM,SLC,113,136
BHM,STL,837,1232
BHM,TPA,3312,3601
BHM,VPS,1,1
BIL,BZN,1247,1831
BIL,COD,3,3
BIL,COS,1,0
BIL,CPR,0,0
BIL,CVG,75,92
BIL,DEN,7693,10381
BIL,FCA,141,183
BIL,GEG,307,591
BIL,GJT,1,0
BIL,GTF,1724,1937
BIL,HLN,227,242
BIL,IDA,3,0
BIL,JAC,77,84
BIL,LAS,1,2
BIL,MSO,139,177
BIL,MSP,2852,7227
BIL,ORD,46,50
BIL,PHX,0,1
BIL,PIH,0,0
BIL,RAP,0,0
BIL,SFO,5,8
BIL,SLC,8441,12132
BIL,TWF,1,0
BIS,COS,0,0
BIS,CPR,72,224
BIS,CYS,1,0
BIS,DEN,2471,3634
BIS,FAR,30,23
BIS,FSD,511,599
BIS,GJT,0,0
BIS,MOT,1222,1189
BIS,MSP,4932,10009
BIS,ORD,1,0
BIS,RAP,0,0
BIS,SLC,289,608
BJI,MSP,37,57
BLI,PIH,0,0
BLI,SAN,0,0
BLI,SEA,2142,3086
BLI,SLC,294,248
BLI,TWF,1,0
BMI,ATL,2136,3068
BMI,LAS,8,12
BMI,MCO,243,323
BMI,ORD,2692,3602
BMI,PIA,0,0
BNA,ATL,26453,32982
BNA,AUS,3645,3487
BNA,BDL,2524,2787
BNA,BHM,11623,13253
BNA,BOS,4911,5500
BNA,BTR,2486,2427
BNA,BWI,14474,14917
BNA,CAK,51,68
BNA,CHA,1231,1236
BNA,CLE,9698,11664
BNA,CLT,11556,15132
BNA,CMH,2848,3389
BNA,COS,1,0
BNA,CVG,5914,8540
BNA,DAY,4,4
BNA,DCA,6448,7535
BNA,DEN,5187,5949
BNA,DET,714,784
BNA,DFW,26745,31562
BNA,DSM,241,216
BNA,DTW,16592,23419
BNA,EVV,3,15
BNA,EWR,8530,10759
BNA,FLL,3415,3346
BNA,GSO,1364,1477
BNA,GSP,225,304
BNA,GUC,1,2
BNA,HOU,15036,15686
BNA,HSV,3219,2904
BNA,IAD,2239,3002
BNA,IAH,8571,11330
BNA,ICT,1,0
BNA,IND,1558,1996
BNA,ISP,1300,1390
BNA,JAN,2454,2407
BNA,JAX,6314,6958
BNA,JFK,1622,2307
BNA,LAS,4143,3810
BNA,LAX,8117,8077
BNA,LEX,631,687
BNA,LGA,9089,10999
BNA,LIT,3106,3434
BNA,MCI,7903,8173
BNA,MCO,11565,11686
BNA,MDW,17863,21800
BNA,MEM,8388,12410
BNA,MHT,1476,1465
BNA,MIA,5493,6622
BNA,MKE,2864,2870
BNA,MOB,2711,2354
BNA,MSP,4713,6985
BNA,MSY,7443,8202
BNA,OAK,1511,1248
BNA,OKC,0,0
BNA,OMA,63,95
BNA,ONT,917,790
BNA,ORD,24172,28061
BNA,ORF,893,1500
BNA,PBI,839,891
BNA,PHL,8145,9665
BNA,PHX,6495,6577
BNA,PIT,7600,9752
BNA,PNS,546,258
BNA,PVD,2093,2254
BNA,RDU,7982,8728
BNA,RIC,1426,1862
BNA,RSW,1058,990
BNA,SAN,3559,3061
BNA,SAT,3702,3728
BNA,SDF,1733,2515
BNA,SEA,988,789
BNA,SFO,849,775
BNA,SGF,0,0
BNA,SHV,0,0
BNA,SJU,835,777
BNA,SLC,229,224
BNA,SRQ,47,41
BNA,STL,5476,11952
BNA,TPA,9601,9491
BNA,TUL,44,25
BNA,TYS,2766,3707
BOI,ATL,163,223
BOI,BZN,1,1
BOI,CID,2,0
BOI,COS,2,0
BOI,DEN,7326,11024
BOI,DFW,108,147
BOI,FAT,5,22
BOI,FSD,1,0
BOI,GEG,3778,4506
BOI,GJT,0,0
BOI,IAH,350,420
BOI,IDA,0,0
BOI,LAS,3385,4457
BOI,LAX,674,1020
BOI,MLI,0,0
BOI,MSP,2418,4067
BOI,OAK,1251,1321
BOI,OGD,0,0
BOI,ONT,176,136
BOI,ORD,3698,4744
BOI,PDX,4187,5259
BOI,PHX,1297,1513
BOI,PIH,2,0
BOI,PSC,1201,1424
BOI,RNO,2788,3623
BOI,SAN,154,178
BOI,SBA,39,28
BOI,SEA,5671,8517
BOI,SFO,12095,12793
BOI,SLC,13622,20396
BOI,SMF,1,0
BOI,SUN,37,40
BOI,TVC,1,0
BOI,TWF,1,0
BOS,ACY,39,31
BOS,ALB,181,164
BOS,ATL,44546,43773
BOS,AUS,137,301
BOS,BDL,1331,1984
BOS,BGR,12999,14104
BOS,BNA,4363,5032
BOS,BTV,1761,2211
BOS,BUF,6710,6820
BOS,BWI,30656,31437
BOS,CAE,39,54
BOS,CAK,730,929
BOS,CHS,215,361
BOS,CLE,13188,17910
BOS,CLT,29017,27444
BOS,CMH,7611,9996
BOS,CVG,17142,19143
BOS,DAY,2175,2351
BOS,DCA,53503,64265
BOS,DEN,19193,19416
BOS,DFW,34167,33793
BOS,DTW,16530,23699
BOS,EWR,50752,66372
BOS,FLL,14820,14392
BOS,GGG,1,0
BOS,GSO,2311,3003
BOS,HPN,697,851
BOS,IAD,26627,32709
BOS,IAH,13820,15671
BOS,IND,2037,1725
BOS,ISP,1438,1688
BOS,JAX,689,968
BOS,JFK,24382,30731
BOS,LAS,7039,7661
BOS,LAX,22021,22030
BOS,LGA,33182,70411
BOS,LGB,1264,780
BOS,MCI,532,576
BOS,MCO,26410,25895
BOS,MDT,707,908
BOS,MDW,1680,2757
BOS,MEM,3802,5173
BOS,MIA,17291,17891
BOS,MKE,884,1577
BOS,MSP,13227,17387
BOS,MSY,146,202
BOS,MYR,85,156
BOS,OAK,936,738
BOS,OMA,2,2
BOS,ONT,0,0
BOS,ORD,61824,67916
BOS,ORF,5815,6590
BOS,PBI,10657,9774
BOS,PDX,114,113
BOS,PHF,853,1219
BOS,PHL,55638,61759
BOS,PHX,5346,5717
BOS,PIT,27874,26627
BOS,PVD,51,54
BOS,PWM,7407,8541
BOS,RDU,12855,15045
BOS,RIC,3738,4042
BOS,ROC,6823,7528
BOS,RSW,5344,5836
BOS,SAN,1645,1471
BOS,SAV,164,338
BOS,SDF,42,60
BOS,SEA,4132,4024
BOS,SFO,20078,19177
BOS,SJC,3164,3257
BOS,SJU,8233,8801
BOS,SLC,8354,8059
BOS,SRQ,82,154
BOS,STL,12050,16327
BOS,STT,293,275
BOS,SWF,0,0
BOS,SYR,4794,5325
BOS,TPA,14308,14402
BOS,TTN,278,453
BPT,ATL,66,66
BPT,DFW,240,362
BPT,IAH,903,1507
BQK,ATL,1763,2460
BQN,EWR,525,818
BQN,JFK,672,1193
BQN,MCO,176,161
BQN,MIA,141,587
BRO,IAH,2784,5331
BRW,ANC,498,782
BRW,FAI,3542,4387
BRW,SCC,438,504
BTM,BZN,1390,2568
BTM,GJT,0,0
BTM,HLN,63,63
BTM,IDA,0,0
BTM,MSO,1,1
BTM,PIH,0,0
BTM,SLC,1048,1687
BTR,AEX,0,0
BTR,ATL,14001,15685
BTR,AUS,1,1
BTR,BHM,504,701
BTR,BNA,1207,1954
BTR,CRP,0,1
BTR,CSG,2,2
BTR,CVG,444,620
BTR,DCA,185,333
BTR,DFW,16862,20986
BTR,EWR,155,189
BTR,HOU,1,1
BTR,IAH,5532,9666
BTR,JAN,1573,1987
BTR,LFT,282,172
BTR,LGA,47,60
BTR,MEM,1883,5362
BTR,MOB,5739,6788
BTR,MSY,85,265
BTR,ORD,657,712
BTR,PNS,891,1363
BTR,SHV,198,362
BTV,ALB,227,230
BTV,ATL,733,697
BTV,AZO,0,0
BTV,BDL,10,11
BTV,BGR,139,149
BTV,BOS,1492,1989
BTV,BWI,83,74
BTV,CLE,517,917
BTV,CMH,1,0
BTV,COS,0,1
BTV,CVG,596,1146
BTV,DCA,218,219
BTV,DTW,318,449
BTV,EWR,4046,7369
BTV,FWA,1,0
BTV,HPN,2,8
BTV,IAD,2114,2982
BTV,JFK,2727,3593
BTV,LGA,2440,2836
BTV,MCO,1,0
BTV,MHT,750,937
BTV,MSP,21,21
BTV,ORD,7631,8117
BTV,PHL,7447,8255
BTV,PIT,6060,6205
BTV,PWM,25,42
BTV,SBN,1,0
BTV,SYR,217,356
BUF,ALB,2289,2745
BUF,ATL,14399,16921
BUF,BDL,1868,2276
BUF,BOS,7037,7209
BUF,BWI,9980,10710
BUF,CLE,4259,6732
BUF,CLT,8716,8619
BUF,CVG,4135,5449
BUF,DCA,8572,8902
BUF,DEN,42,101
BUF,DFW,352,426
BUF,DTW,4997,11321
BUF,EWR,19231,25916
BUF,FLL,17,24
BUF,GSP,1,0
BUF,IAD,2529,3754
BUF,ISP,0,0
BUF,JFK,7529,8937
BUF,LAS,738,695
BUF,LGA,18262,17637
BUF,MCO,2081,1806
BUF,MDW,1169,804
BUF,MIA,1,1
BUF,MSP,1143,2218
BUF,ORD,22833,30309
BUF,PBI,0,0
BUF,PHL,13740,14041
BUF,PHX,903,770
BUF,PIT,11897,11994
BUF,RDU,1392,2221
BUF,ROC,1324,1851
BUF,SWF,2,2
BUF,SYR,2079,2201
BUF,TPA,643,504
BUF,TYS,0,0
BUR,ATL,195,193
BUR,BFL,94,83
BUR,CDC,1,0
BUR,COS,2,0
BUR,DEN,5418,8400
BUR,DFW,4912,8755
BUR,FAT,2,0
BUR,GJT,1,0
BUR,JFK,1574,1647
BUR,LAS,27240,37666
BUR,LAX,1,1
BUR,LGB,283,730
BUR,MCO,15,66
BUR,MDW,3,4
BUR,MRY,1,0
BUR,OAK,31565,38423
BUR,ONT,508,831
BUR,ORD,12,39
BUR,PDX,4315,7552
BUR,PHX,21066,29495
BUR,RNO,170,222
